,Dateof_Listing,Term,LoanStatus,BorrowerRate,Prosper_Rating,Listing,Occupation,EmploymentStatus,HomeOwner,DelinquenciesLast7Years,MonthlyIncome,LoanKey,OnTimeProsperPayments,Amountof_Loan
10012,2010-11-23 15:04:57.450,36,Completed,0.0765,AA,1,Analyst,Full-time,True,0.0,7166.666667,361136047934314577B6032,24.0,12000
10016,2013-08-25 06:19:26.783,36,Current,0.1639,B,1,Nurse (LPN),Employed,False,0.0,3166.666667,725536914645660847B7FD6,90.0,6500
10039,2013-06-06 06:57:56.277,36,Current,0.0759,AA,7,Skilled Labor,Self-employed,False,0.0,1666.666667,74F736837853093863F3140,35.0,4000
10041,2013-04-10 22:02:14.820,36,Current,0.1599,B,8,Administrative Assistant,Employed,True,8.0,5333.333333,5FBF368045427703241CEC5,9.0,3000
10046,2013-09-08 22:39:12.187,60,Current,0.18,C,19,Food Service,Employed,False,1.0,2916.666667,DC49369169043377509DC36,9.0,10000
10049,2012-09-28 17:23:34.813,36,Completed,0.1299,A,14,Professional,Full-time,True,0.0,7500.0,99B43666843149123514915,38.0,20000
10053,2013-07-26 20:05:44.073,60,Current,0.1269,A,3,Teacher's Aide,Employed,True,7.0,9166.666667,BAC5368835465999612FC93,14.0,5000
10054,2010-07-26 18:31:22.653,36,Completed,0.34,HR,1,Retail Management,Full-time,False,0.0,2166.666667,5E5D3596076442333079854,27.0,4400
10055,2013-07-25 16:58:48.603,60,Current,0.2099,C,1,Principal,Employed,True,12.0,6666.666667,536B3689064212437EEAC26,7.0,10000
10065,2012-06-26 17:22:16.400,60,Current,0.1385,A,1,Retail Management,Full-time,True,0.0,3489.083333,0BC03654857424347A7AA71,23.0,11500
10076,2013-08-23 10:18:58.507,36,Completed,0.0699,AA,1,Engineer - Electrical,Employed,True,0.0,7500.0,135F36908933025919F7735,12.0,2000
10077,2013-10-17 05:51:06.557,60,Current,0.1349,B,1,Analyst,Employed,True,0.0,6666.666667,071E36968166858020A76F3,2.0,25000
10080,2012-07-11 10:46:28.807,60,Current,0.183,B,7,Pilot - Private/Commercial,Employed,True,0.0,13250.0,534D36574399302320185E1,10.0,8000
10086,2012-07-25 14:14:31.693,60,Current,0.3258,E,1,Attorney,Full-time,True,0.0,13083.333333,C0EF36628735370466DA9EF,104.0,4000
10091,2011-08-18 07:08:30.177,36,Current,0.1899,C,1,Analyst,Employed,False,0.0,9041.666667,9F4D362723523335807EC4B,7.0,15000
10095,2013-07-24 12:05:19.137,60,Past Due (91-120 days),0.2672,D,1,Professional,Employed,True,3.0,11666.666667,152736890887190157F6B7D,8.0,15000
10096,2011-06-21 13:05:45.227,36,Past Due (31-60 days),0.1899,C,7,Professional,Full-time,False,0.0,2750.0,54623624105207206A0E863,11.0,15000
10101,2012-04-27 07:25:30.747,60,Current,0.1385,A,1,Police Officer/Correction Officer,Full-time,True,0.0,5000.0,94623650367671994A23116,16.0,12500
10105,2013-05-18 07:45:21.263,36,Current,0.2419,D,7,Teacher,Employed,True,28.0,6500.0,71B53683247436094AAAFD3,11.0,3000
10110,2013-09-13 05:00:48.850,36,Current,0.176,C,1,Attorney,Employed,False,0.0,11666.666667,65A23694296026155E94C5D,89.0,5000
10111,2013-04-06 09:15:42.193,36,Past Due (1-15 days),0.1414,B,1,Clerical,Employed,True,0.0,2916.666667,7FA03679965163449154CA6,10.0,12500
10116,2013-11-16 14:32:58.030,36,Current,0.1399,B,1,Other,Employed,False,0.0,2166.666667,E32B37002364156844D5CD2,20.0,4000
10124,2014-01-27 11:38:08.773,36,Current,0.0629,AA,20,Professional,Employed,True,0.0,9000.0,2D913704132272168281A92,16.0,15000
10129,2012-05-16 11:12:11.653,60,Completed,0.183,B,7,Other,Self-employed,False,0.0,6250.0,0D413650935576611FF6CD9,44.0,10000
10136,2013-06-06 08:48:48.647,60,Current,0.1474,B,1,Professional,Employed,True,1.0,10983.666667,A6A93684134765436CA650E,10.0,25000
10145,2009-12-24 17:38:12.610,36,Completed,0.1035,A,1,Professional,Full-time,False,0.0,5300.0,07BF3576377631752AA963C,23.0,15000
10146,2012-04-19 07:27:51.263,60,Completed,0.261,D,7,Accountant/CPA,Employed,False,0.0,7250.0,3F61364936722577050E559,22.0,4000
10151,2011-08-05 09:32:21.453,60,Current,0.1329,A,1,Sales - Commission,Employed,True,0.0,6916.666667,0AFE3628513566290AD0282,8.0,14269
10158,2013-03-02 07:55:58.743,60,Past Due (31-60 days),0.1269,A,2,Clerical,Employed,True,14.0,5375.0,B1C4367738520305540A125,80.0,15000
10159,2011-12-22 08:08:40.317,36,Completed,0.1559,B,2,Professional,Self-employed,True,0.0,10000.0,624236395328358609EF296,14.0,15000
10163,2013-08-27 15:11:39.977,36,Current,0.0849,AA,1,Other,Employed,False,3.0,5000.0,D5B33693254141689AAADE9,22.0,15000
10171,2013-11-06 16:10:48.807,36,Current,0.0605,AA,1,Computer Programmer,Employed,True,0.0,5179.5,340736973079892251D549E,20.0,2000
10172,2012-08-27 10:49:32.170,36,Chargedoff,0.1414,B,3,Teacher,Employed,True,0.0,3125.0,8832365962028569525FBF9,7.0,8000
10174,2011-01-03 11:30:41.447,36,Completed,0.134,B,1,Professional,Full-time,True,0.0,5166.666667,DA763609512163337D4E871,4.0,10000
10183,2012-12-31 06:43:57.137,36,Completed,0.1153,A,1,Professional,Employed,True,0.0,15000.0,F76A36744228380140D59D6,9.0,12500
10187,2014-03-06 14:43:07.527,60,Current,0.189,C,7,Other,Employed,True,0.0,5666.666667,67273709234390361160D5E,2.0,13000
10193,2012-09-20 07:38:51.470,36,Current,0.2909,E,7,Other,Employed,False,0.0,2916.666667,B2DF36631790106037DBEBE,7.0,4000
10200,2012-03-16 18:07:29.057,60,Completed,0.2705,D,1,Teacher,Employed,False,0.0,5583.333333,B1D23646722568267AFE6BB,6.0,15000
10204,2012-02-09 06:38:02.030,60,Current,0.1296,A,1,Accountant/CPA,Employed,True,0.0,10833.333333,D6C0364365341046143E481,11.0,10000
10207,2011-10-17 12:25:11.413,36,Completed,0.2574,D,1,Other,Full-time,False,0.0,6500.0,46C336334749142858315EB,12.0,4500
10210,2013-05-20 07:31:45.587,36,Current,0.0759,AA,2,Professor,Employed,True,0.0,12500.0,C33036836205684307A055F,5.0,10000
10213,2012-10-03 17:22:57.873,36,Current,0.1414,B,6,Teacher,Employed,False,0.0,5166.666667,19D6366220970289173107B,9.0,2000
10216,2013-02-25 17:47:08.843,36,Current,0.2712,E,6,Other,Other,True,33.0,4333.333333,C38236765628229855AE325,9.0,3000
10224,2011-01-06 09:59:47.837,36,Completed,0.0849,A,1,Computer Programmer,Full-time,True,0.0,6083.333333,E01436117805248664AA42B,26.0,6000
10230,2010-12-16 14:50:23.640,36,Chargedoff,0.35,HR,1,Other,Full-time,True,0.0,3166.666667,9D313608273462935E862D6,14.0,5500
10232,2012-09-20 16:27:50.700,60,Current,0.3304,E,2,Other,Other,False,0.0,2708.333333,DD7B36620903380159D1EAD,8.0,4000
10243,2013-10-01 12:33:55.080,36,Current,0.2155,D,15,No_occupation,Other,False,0.0,1666.666667,47053697664596099EF7549,12.0,4000
10246,2013-04-02 07:52:40.303,36,Current,0.1299,A,3,Sales - Retail,Self-employed,True,8.0,4583.333333,95453682558794827BFB321,41.0,10000
10264,2011-04-30 18:34:25.867,36,Current,0.1699,C,2,Other,Full-time,True,2.0,4375.0,7EA636198998080792C8A15,31.0,5000
10269,2011-05-03 09:50:58.493,60,Current,0.2499,D,1,Computer Programmer,Employed,False,4.0,6000.0,6AB1361822493235809236C,35.0,15000
10275,2014-02-05 11:52:40.300,36,Current,0.0809,AA,1,Other,Employed,True,17.0,10833.333333,45743704584438249CA1A68,10.0,8000
10299,2009-09-16 19:46:29.677,36,Completed,0.2635,D,1,Professional,Full-time,False,0.0,4541.666667,C7583569921108069CAA87D,2.0,7500
10308,2013-10-30 10:04:30.147,60,Current,0.194,C,1,Other,Employed,False,4.0,6000.0,DF1E37042939740470A729C,66.0,15000
10317,2012-08-26 08:19:32.463,60,Current,0.2181,C,1,Other,Employed,False,0.0,3333.333333,75D53660963178921A1EC7D,12.0,15000
10325,2012-10-17 09:32:48.397,36,Completed,0.1249,A,1,Other,Employed,False,0.0,2916.666667,0BB73663710105553D98F97,6.0,5000
10331,2013-11-01 16:54:51.283,36,Current,0.0605,AA,1,Other,Employed,True,0.0,5166.666667,E23936970318662572F118D,10.0,7000
10332,2013-07-17 18:02:38.383,60,Current,0.1219,A,1,Accountant/CPA,Employed,True,0.0,17500.0,EAF536886866034769D4D65,2.0,35000
10343,2013-05-21 04:34:55.840,60,Current,0.2916,E,2,Laborer,Employed,True,0.0,2083.333333,F7113682308314309E6CC43,52.0,4000
10348,2013-11-18 12:12:30.990,60,Current,0.2085,D,20,Waiter/Waitress,Employed,False,0.0,2000.0,368A369944992006398BC8C,16.0,4000
10351,2013-08-27 04:32:33.897,36,Current,0.1559,B,2,Nurse (RN),Employed,True,0.0,7916.666667,402F3690663487192AA0534,23.0,2000
10353,2011-04-27 10:56:31.663,36,Chargedoff,0.3125,HR,1,Administrative Assistant,Employed,False,33.0,6250.0,57FD3618082674930BB8789,23.0,4000
10363,2011-04-25 12:14:36.843,60,Current,0.2499,D,7,Professional,Self-employed,True,0.0,9000.0,32C93616972758077209E86,45.0,15000
10382,2013-12-03 13:11:47.690,36,Current,0.0716,AA,15,Doctor,Employed,False,0.0,5833.333333,6F7C3700154048923198658,3.0,20000
10383,2011-08-31 16:04:59.303,36,Completed,0.2574,D,1,Other,Employed,False,3.0,3333.333333,775636344570852888B07CA,14.0,9300
10391,2013-04-15 07:23:02.333,36,Past Due (16-30 days),0.2199,D,3,Other,Employed,True,1.0,5734.083333,FD323680431970298181F14,2.0,15000
10397,2014-02-15 10:31:02.973,36,Current,0.1465,B,1,Tradesman - Mechanic,Employed,True,3.0,3387.5,FDBA37059651348420CECB4,34.0,6800
10402,2010-07-05 20:47:13.910,36,Completed,0.31,E,5,Tradesman - Electrician,Full-time,False,0.0,5833.333333,9DC7359376324915227618A,30.0,3000
10411,2013-11-15 10:52:09.070,36,Current,0.0766,AA,1,Other,Employed,False,8.0,5166.666667,74723697632322949D81283,9.0,4000
10412,2012-06-12 16:48:09.083,36,Current,0.2999,E,2,Computer Programmer,Employed,True,3.0,5604.083333,622F3653259807311B6E2DE,24.0,2000
10413,2012-12-03 17:00:00.727,60,Completed,0.2262,C,3,Sales - Commission,Employed,False,0.0,4166.666667,17AB366891767223526D092,10.0,15000
10418,2013-12-02 06:54:23.267,36,Current,0.1039,A,2,Professional,Employed,True,0.0,4166.666667,D0D937009523057147A9A3C,60.0,2000
10435,2009-07-17 09:19:59.630,36,Completed,0.094,A,7,Professional,Full-time,True,0.0,5000.0,ACC5356275501014073BC79,24.0,6750
10439,2013-11-08 09:24:46.623,36,Current,0.166,C,1,Nurse (LPN),Employed,False,12.0,5000.0,0FC236982835126234136F4,13.0,5000
10440,2011-04-21 13:34:51.757,60,Current,0.2199,C,1,Professional,Full-time,False,0.0,5000.0,D8583620555487029980A2D,21.0,13000
10451,2010-12-21 12:30:53.880,36,Completed,0.0765,AA,7,Professional,Employed,True,0.0,16875.0,93E336071383811824323F7,4.0,10000
10458,2011-10-11 12:01:45.720,36,Completed,0.2205,C,7,Clerical,Full-time,False,5.0,4166.666667,8871363366825023628723F,30.0,2500
10469,2011-01-19 13:17:51.873,36,Completed,0.2499,D,7,Professional,Full-time,False,0.0,8333.333333,A8B63611102307051CB5F4F,24.0,7500
10470,2011-09-19 18:58:23.193,36,Chargedoff,0.1129,A,1,Professional,Employed,True,0.0,33333.333333,27A436312912169160319B1,35.0,25000
10476,2013-11-14 04:48:16.337,60,Current,0.1299,A,1,Civil Service,Employed,False,0.0,11833.333333,1C113698710740785C0DD6E,15.0,10000
10481,2010-03-23 09:20:40.300,36,Completed,0.092,A,7,Administrative Assistant,Full-time,True,0.0,3166.666667,EE5F3585170918204F6B404,15.0,3200
10482,2012-07-25 09:38:01.440,60,Current,0.1364,A,6,Other,Employed,True,0.0,14583.333333,E6CE3658212315214949276,7.0,4500
10487,2013-08-17 10:05:03.793,60,Current,0.1474,B,3,Professional,Employed,True,53.0,7500.0,231C36903428688589834DC,15.0,15000
10496,2012-06-16 12:08:27.430,36,Current,0.2287,D,1,Administrative Assistant,Employed,False,0.0,2083.333333,396C3654601146903F3556A,9.0,9000
10505,2012-08-17 17:01:00.190,12,Completed,0.1739,D,1,Other,Employed,False,0.0,2500.0,94D03659250394180920852,29.0,2000
10512,2012-04-22 06:01:23.633,36,Current,0.0964,A,1,Tradesman - Mechanic,Employed,True,0.0,5833.333333,A913364951746779433023F,9.0,11000
10513,2011-02-17 11:00:59.917,36,FinalPaymentInProgress,0.1099,B,1,Other,Employed,False,0.0,5833.333333,EE33361384835648774FCC8,10.0,6100
10519,2011-12-14 16:59:47.850,36,Completed,0.2487,D,1,Engineer - Electrical,Full-time,False,0.0,8041.666667,435036374884173500D1B5B,69.0,7000
10528,2012-10-16 19:29:48.473,36,Current,0.2272,D,7,Retail Management,Employed,False,0.0,2500.0,B6EA36648125700846E5D59,49.0,6000
10536,2009-10-04 12:39:11.580,36,Completed,0.1233,A,1,Nurse (RN),Full-time,True,0.0,5833.333333,83053569833272630C73522,2.0,6000
10538,2013-11-12 16:26:13.670,36,Current,0.1099,A,1,Analyst,Employed,False,0.0,5041.666667,CCCE3698626368739F0C6FA,28.0,12000
10539,2012-10-29 08:24:24.580,60,Completed,0.2962,E,19,Clerical,Employed,False,0.0,3250.0,3A5C3666387034811DF9373,9.0,4000
10541,2010-11-21 09:44:09.613,36,Completed,0.22,E,7,Other,Employed,False,0.0,3964.583333,651536055920411990210AB,20.0,3000
10542,2013-12-31 20:39:05.367,36,Current,0.1139,A,1,Sales - Retail,Employed,False,0.0,2375.0,AEDA3703311843341C9A29F,25.0,4000
10548,2012-08-26 20:56:29.207,36,Current,0.0974,A,1,Professional,Employed,True,0.0,11083.333333,09EA3660852096647843E2B,7.0,3500
10553,2012-07-18 07:37:49.013,60,Completed,0.183,B,1,Administrative Assistant,Employed,False,0.0,3458.333333,CC4F3657375437175B03058,20.0,11000
10555,2013-08-06 11:00:08.080,60,Completed,0.1334,A,14,Professional,Employed,True,28.0,7083.333333,60AC36903531471104FEF06,7.0,25000
10563,2012-12-23 15:25:52.510,36,Current,0.1153,A,2,Truck Driver,Employed,True,9.0,2666.666667,55973671129751624F6D9B0,3.0,4000
10569,2011-12-08 02:57:07.363,36,Completed,0.3073,E,7,Sales - Retail,Self-employed,True,0.0,2916.666667,D1FA36379571855178FBADF,20.0,2000
10570,2013-08-28 13:43:22.180,36,Current,0.0799,AA,3,Medical Technician,Employed,False,0.0,9583.333333,DE3836925283608324F369C,2.0,20000
10579,2012-08-21 07:49:35.447,60,Current,0.1852,B,15,Professional,Employed,True,0.0,9217.833333,54F53659476606110C6E2E6,11.0,12000
10581,2011-10-13 09:23:14.790,36,Chargedoff,0.111,A,1,Retail Management,Employed,False,0.0,2083.333333,8AEA36338172586490977E6,26.0,20000
10592,2013-01-25 16:08:19.980,36,Current,0.1203,A,2,Pilot - Private/Commercial,Employed,True,0.0,9083.333333,415036725547733163676D5,58.0,10000
10599,2010-08-10 06:47:22.883,36,Completed,0.2569,D,3,Analyst,Employed,False,0.0,27500.0,90FF3597958571609030BE0,9.0,5000
10609,2013-05-22 04:50:17.493,36,Current,0.2159,C,19,Professional,Employed,True,0.0,4750.0,29283683948072268587186,11.0,2500
10610,2012-09-01 09:01:11.210,36,Current,0.1089,A,1,Analyst,Employed,True,0.0,2500.0,799D3661498335156E12BBB,13.0,5000
10614,2012-07-21 14:34:18.953,60,Current,0.2867,D,7,Other,Self-employed,False,0.0,4500.0,D98C3656503283435E9DF58,8.0,6000
10620,2012-03-29 06:43:24.670,60,Current,0.1296,A,7,Postal Service,Full-time,True,0.0,4416.666667,A0B636476787577034F6772,13.0,17500
10622,2012-04-24 08:14:50.410,60,Current,0.183,B,14,Professional,Employed,True,0.0,3750.0,FA9D36500299017615F4911,13.0,15000
10624,2012-04-01 07:11:02.457,60,Chargedoff,0.1845,B,1,Other,Employed,False,0.0,2166.666667,130336472401617303A8BE7,14.0,10000
10631,2013-10-27 09:55:07.130,36,Current,0.152,B,13,Other,Employed,False,0.0,4833.333333,0F883697748270689E6A0AE,10.0,5000
10644,2012-01-28 10:49:32.927,36,Current,0.2024,C,1,Other,Retired,False,0.0,2800.0,85DF364204555079547B100,35.0,5000
10654,2009-12-03 16:40:51.060,36,Completed,0.2995,HR,1,Civil Service,Full-time,True,13.0,4166.666667,2A5E35745771089812A89EC,32.0,3400
10655,2012-08-28 12:33:13.227,36,Completed,0.0974,A,1,Tradesman - Electrician,Full-time,False,0.0,4000.0,D2EF3660191102553AC285A,34.0,10000
10661,2013-05-09 12:03:45.627,60,Current,0.1874,C,1,Other,Employed,True,0.0,5833.333333,CF8136810578392418B83D9,11.0,13000
10666,2009-10-14 17:24:34.533,36,Completed,0.289,E,1,Other,Full-time,False,0.0,5000.0,F80B35708829287586B4407,14.0,1200
10675,2013-09-13 07:19:05.783,60,Current,0.173,C,1,Professional,Employed,True,0.0,7083.333333,03D43693500141536040643,31.0,13000
10678,2011-10-21 17:53:21.747,36,Defaulted,0.111,A,7,Other,Employed,False,0.0,2333.333333,E77036343617536864CF836,23.0,6000
10687,2012-02-17 20:04:58.373,60,Defaulted,0.2705,D,1,Construction,Employed,True,9.0,5191.666667,C1AD3644148477575425532,5.0,8000
10695,2013-11-25 08:09:35.087,36,Current,0.15,B,1,Social Worker,Employed,False,0.0,6500.0,67F03700570612795C7EDBA,54.0,15000
10705,2012-09-16 13:59:04.057,12,Completed,0.1279,B,1,Accountant/CPA,Employed,False,0.0,4333.333333,769E3662865753781C006E6,35.0,10000
10713,2012-08-16 07:03:08.580,60,Current,0.1728,A,15,Engineer - Electrical,Employed,False,47.0,9166.666667,B6743659363150563D561CB,7.0,4000
10716,2011-10-05 15:51:46.207,36,Completed,0.1129,A,1,Professional,Employed,True,0.0,7500.0,015C363246149651202B9D3,6.0,9800
10719,2010-08-03 18:26:38.910,36,Completed,0.1794,HR,1,Analyst,Employed,False,0.0,3166.666667,4CF33596128178952BFE6EA,30.0,3000
10732,2012-02-27 11:39:40.963,36,Completed,0.2287,D,1,Sales - Retail,Full-time,True,0.0,4583.333333,DEE23643323781205CA5C12,41.0,4500
10733,2013-03-15 02:59:35.703,12,Completed,0.1323,C,1,Other,Employed,False,0.0,6750.0,D62B3678009436506F6F72D,14.0,12000
10740,2013-11-11 04:39:48.723,36,Current,0.2155,D,1,Administrative Assistant,Employed,True,0.0,4466.666667,50823698525604853EC1035,7.0,4000
10745,2013-08-15 16:45:44.210,36,Current,0.2225,D,1,Clerical,Employed,False,6.0,2500.0,8FFB36951145172179DF6F8,14.0,4000
10749,2013-06-06 08:17:08.347,60,Current,0.2969,E,2,Clerical,Employed,False,16.0,2583.333333,339B36866005983001E5A51,47.0,4000
10754,2013-09-16 07:02:25.653,36,Current,0.1399,B,2,Sales - Retail,Employed,True,0.0,14166.666667,83F536953607971019A6559,16.0,12000
10755,2012-06-19 03:37:21.247,36,Chargedoff,0.2287,D,1,Social Worker,Employed,False,0.0,3000.0,F20136549489994450CFD70,7.0,5000
10762,2009-09-04 17:52:49.563,36,Completed,0.07,AA,7,Other,Full-time,True,0.0,6666.666667,84C83568400119953D977F7,5.0,1500
10765,2013-09-05 04:14:12.127,36,Current,0.0699,AA,1,Professional,Full-time,False,0.0,4166.666667,F0B436931844313849E67FC,37.0,5000
10770,2013-05-19 07:20:37.230,36,Current,0.1639,B,18,Professional,Employed,True,0.0,6141.666667,A8F236822013083765E550E,9.0,14388
10774,2012-02-18 07:39:07.600,36,Current,0.2287,D,1,Nurse (RN),Employed,True,1.0,6250.0,6DFF3644451318027BC4C12,6.0,2500
10775,2012-08-26 18:46:49.680,60,Current,0.1852,B,1,Clerical,Employed,True,0.0,4500.0,D1323660283242307649F23,7.0,10000
10778,2012-09-13 18:56:39.207,60,Current,0.1852,B,6,Skilled Labor,Self-employed,False,0.0,3000.0,533F366091733896656C324,9.0,15000
10780,2014-03-03 10:04:34.070,60,Current,0.203,D,3,Food Service,Full-time,True,0.0,3458.333333,4EB337088377977063B08B4,61.0,6500
10789,2010-04-24 14:13:16.537,36,Completed,0.2695,E,1,Other,Part-time,False,15.0,3193.916667,39823586908030828A10199,18.0,1850
10792,2013-10-22 06:23:11.747,36,Current,0.0659,AA,13,Engineer - Electrical,Employed,True,0.0,11405.416667,6BED369625611374345F0E3,6.0,4000
10800,2014-01-09 11:05:46.840,36,Current,0.285,E,2,Computer Programmer,Employed,True,17.0,3789.416667,4AEB37028560398778925F7,22.0,2000
10804,2013-07-08 11:55:07.937,36,Current,0.2159,C,1,Other,Employed,False,5.0,5083.333333,7352368716170044252CD11,20.0,10000
10808,2013-04-24 14:25:56.337,36,Completed,0.1939,C,13,Executive,Employed,False,0.0,4650.75,70283679764571537243808,58.0,2500
10811,2012-02-14 11:35:25.433,36,Completed,0.2999,E,1,Other,Full-time,False,0.0,1500.0,0F2236430503630127D5D16,10.0,4000
10817,2012-04-13 12:32:48.560,36,Completed,0.2999,E,6,Other,Employed,True,13.0,4891.666667,109A36476398812972ECB72,16.0,4000
10825,2013-04-28 16:43:07.347,36,Completed,0.1034,A,3,Computer Programmer,Employed,True,0.0,10000.0,B2423682445349699D486FC,14.0,34000
10828,2012-09-25 09:21:16.940,36,Current,0.2839,E,13,Sales - Retail,Employed,True,21.0,6666.666667,CB363661971747619283CF2,44.0,4000
10829,2013-06-10 12:16:11.570,36,Current,0.2786,E,19,Other,Employed,True,0.0,4583.333333,D06C368479738683482D3C6,15.0,2000
10839,2011-11-09 10:40:21.427,12,Completed,0.1119,B,3,Executive,Employed,False,0.0,5833.333333,E2E036346500408506C672B,12.0,3000
10843,2012-07-04 05:08:26.420,36,Completed,0.2259,D,3,Retail Management,Employed,False,4.0,4270.833333,A29836602636284984F9790,55.0,5000
10848,2011-12-26 08:24:32.930,60,Defaulted,0.2005,B,1,Other,Other,False,0.0,719.0,48F33638136281469D5603D,12.0,6000
10850,2012-10-30 06:59:06.147,36,Current,0.0974,A,1,Other,Employed,True,0.0,5000.0,1B1A3666930222290033B12,16.0,11000
10858,2013-09-10 11:56:03.697,36,Current,0.2469,D,1,Professional,Employed,False,64.0,4083.333333,9525369371062293129055B,8.0,10000
10867,2012-09-16 07:08:51.950,36,Current,0.1199,A,1,Computer Programmer,Employed,True,0.0,12500.0,037936627306893149424D8,9.0,7500
10872,2010-05-15 12:23:34.857,36,Completed,0.11,C,1,Executive,Full-time,False,0.0,7333.333333,12DF35895381641008EB072,1.0,1500
10880,2014-02-11 20:10:18.217,36,Current,0.1685,C,7,Administrative Assistant,Employed,False,0.0,3833.333333,8D35370602128528492CDAA,9.0,15000
10881,2013-12-01 16:54:40.257,36,Current,0.0605,AA,1,Retail Management,Employed,True,0.0,3583.333333,5E8E37015624135052A6BEA,16.0,8000
10887,2013-06-13 08:13:52.623,60,Current,0.2209,C,15,Food Service Management,Employed,True,0.0,5833.333333,32E93686952103021E294CB,8.0,5000
10895,2014-01-04 07:47:11.037,60,Current,0.1139,A,1,Teacher,Employed,True,0.0,4166.666667,29A137016269660034A4076,20.0,3000
10898,2012-06-27 10:32:41.373,60,Completed,0.3304,E,2,Sales - Retail,Employed,True,2.0,5416.666667,844E3654309373905461EBC,11.0,4000
10899,2013-10-30 18:26:05.473,60,Past Due (1-15 days),0.1349,B,2,Sales - Commission,Employed,True,0.0,8666.666667,942B3697823419849E4DD4E,7.0,25000
10900,2013-01-18 05:59:05.357,60,Current,0.1752,B,2,Professional,Employed,True,0.0,9166.666667,4BF6367378843241557C75B,9.0,15000
10907,2011-03-31 05:48:12.423,36,Chargedoff,0.1699,C,1,Teacher,Employed,False,0.0,2916.666667,BC423616848994246C93D54,10.0,2000
10911,2012-08-30 11:02:00.110,60,Chargedoff,0.2181,C,1,Analyst,Full-time,True,0.0,3750.0,5D8A3660713069195FA2197,8.0,15000
10915,2012-04-04 07:25:14.257,36,Current,0.1449,B,20,Other,Other,False,0.0,1666.666667,F86536484509892565E0B00,6.0,10000
10938,2011-08-15 11:37:19.953,36,Completed,0.3099,E,1,Laborer,Employed,True,1.0,6000.0,4D9936288361898145A709C,5.0,7500
10940,2011-02-21 07:09:15.610,36,Completed,0.2899,E,7,Computer Programmer,Full-time,True,5.0,6725.0,1EA23613025390918E997BC,19.0,3000
10941,2012-06-23 15:00:03.907,36,Completed,0.0964,A,20,Accountant/CPA,Employed,False,0.0,5666.666667,DCFE3654112012821B4E2B8,18.0,9000
10944,2011-07-25 13:16:46.387,36,Current,0.3099,E,1,Other,Employed,True,0.0,4333.333333,51F23626330817304AE7281,8.0,6500
10946,2013-10-28 16:03:30.750,60,Current,0.2045,C,1,Other,Employed,False,18.0,5041.666667,16DA3696284818599E0102C,16.0,8500
10951,2012-08-01 15:27:33.357,36,Current,0.1414,B,6,Executive,Employed,False,0.0,3750.0,8EDB3658128171717D06278,70.0,8000
10954,2012-07-07 05:02:25.587,36,Chargedoff,0.2287,D,14,Waiter/Waitress,Employed,False,0.0,3583.333333,468036565998289012C355F,9.0,4500
10968,2011-06-07 19:36:35.540,36,Chargedoff,0.3099,E,7,Teacher,Full-time,False,2.0,2083.333333,48153620999645707DDD728,50.0,5500
10978,2012-08-20 05:08:50.650,12,Completed,0.1801,D,15,Other,Employed,False,0.0,6916.666667,D05F3658860179742DA9E88,14.0,4000
10981,2012-09-18 16:21:17.050,36,Current,0.1734,C,1,Other,Full-time,False,3.0,2083.333333,16BD366092313379773E792,65.0,2000
10983,2011-11-16 03:52:38.303,36,Chargedoff,0.316,E,1,Executive,Self-employed,True,0.0,15794.75,EA3736348771472156490AA,34.0,7500
10986,2012-06-29 18:58:51.463,36,Current,0.0964,A,20,Tradesman - Electrician,Employed,False,0.0,3333.333333,B5103654403824126526311,35.0,15000
10994,2012-07-24 04:17:11.917,60,Current,0.2293,C,3,Other,Employed,True,0.0,4083.333333,3FDA3658802826727480B3D,15.0,13500
10997,2013-02-12 07:15:53.350,36,Current,0.0699,AA,15,Nurse (RN),Employed,True,0.0,5000.0,4DF43675013254652AB9C47,4.0,9500
11000,2013-03-21 09:10:03.113,36,Current,0.1299,A,2,Realtor,Self-employed,True,0.0,14583.333333,47FB3677306756611D06E5C,18.0,10000
11008,2011-05-07 09:46:41.467,36,Completed,0.1699,C,1,Military Officer,Full-time,True,0.0,10400.0,A7CF36199796217825A0201,47.0,9500
11009,2011-06-01 07:09:18.380,36,Completed,0.1899,C,1,Other,Full-time,False,0.0,3750.0,0A7E3622141981411E3AFA1,39.0,6000
11010,2012-06-12 15:09:30.637,36,Current,0.2287,D,1,Other,Employed,True,0.0,4166.666667,FC99365488007061524055E,5.0,15000
11016,2013-05-17 12:55:48.233,60,Current,0.1419,B,2,Other,Other,False,0.0,6000.0,00933682270484095722384,11.0,20000
11018,2010-09-23 10:46:40.907,36,Completed,0.2575,D,1,Nurse (RN),Full-time,True,10.0,6666.666667,60EC36002064004197F7764,24.0,1500
11034,2012-09-17 10:21:07.670,36,Current,0.3177,HR,19,Military Enlisted,Employed,True,0.0,7500.0,0FBD3662680530099F144F8,12.0,4000
11037,2012-12-26 05:26:07.257,60,Current,0.1346,A,13,Postal Service,Employed,True,0.0,4521.416667,93CC36704750922149BE572,28.0,3000
11046,2013-11-03 17:26:48.623,36,Current,0.173,C,1,Computer Programmer,Employed,True,0.0,8376.666667,6B6D36975634750707EC627,5.0,11000
11047,2011-01-25 12:32:05.623,36,Completed,0.2499,D,3,Other,Self-employed,False,0.0,3333.333333,251D36120836156368A4BCE,32.0,7500
